county,county_fips,agency_type,agency_name,street,city
Suffolk,36103,ambulance_als,Terryville Fire District,19 Jayne Blvd,"Port Jefferson Station, NY 11776"
Suffolk,36103,ambulance_als,Wading River Fire District,1503 North Country Rd,"Wading River, NY 11792"
Suffolk,36103,ambulance_als,West Babylon Fire District,126 Arnold Avenue,"West Babylon, NY 11704"
Suffolk,36103,ambulance_als,West Islip Fire District,309 Union Blvd,"West Islip, NY 11795"
Suffolk,36103,ambulance_als,"Westhampton War Memorial Ambulance Association, Inc",3 Hazelwood Avenue,"Westhampton Beach, NY 11978"
Suffolk,36103,ambulance_als,Wyandanch-Wheatley Heights Ambulance Corps,PO Box 527,"Wyandanch, NY 11798"
Suffolk,36103,ambulance_als,Yaphank Fire District,31 Main Street,"Yaphank, NY 11980"
Sullivan,36105,ambulance_als,"Bethel Volunteer Ambulance Corps, Inc.",PO Box 31,"White Lake, NY 12786"
Sullivan,36105,ambulance_als,"Grahamsville First Aid Squad, Inc.",PO Box 152,"Grahamsville, NY 12740"
Sullivan,36105,ambulance_als,"Highland Ambulance Service, Inc.",PO Box 215 - Yulan NY 12792,"Eldred, NY 12732"
Sullivan,36105,ambulance_als,"Jeffersonville Volunteer First Aid Corps, Inc.",PO Box 396,"Jeffersonville, NY 12748"
Sullivan,36105,ambulance_als,"Lumberland Fire Department, Inc.",PO Box 91,"Glen Spey, NY 12737"
Sullivan,36105,ambulance_als,"Mamakating First Aid Squad, Inc.",PO Box 525,"Wurtsboro, NY 12790"
Sullivan,36105,ambulance_als,"Monticello Raceway Management, Inc.",PO Box 5013,"Monticello, NY 12701"
Sullivan,36105,ambulance_als,Mountaindale Fire District,PO Box 203,"Mountaindale, NY 12763"
Sullivan,36105,ambulance_als,"Neversink Fire Department, Inc.",PO Box 468,"Neversink, NY 12765"
Sullivan,36105,ambulance_als,R & R Volunteer Ambulance Corp,PO Box 321,"Roscoe, NY 12776"
Sullivan,36105,ambulance_als,"Rock Hill Volunteer Ambulance Corps, Inc.",PO Box 1,"Rock Hill, NY 12775"
Sullivan,36105,ambulance_als,"Sullivan, County of",100 North St.,"Monticello, NY 12701"
Sullivan,36105,ambulance_als,"Town of Cochecton Vol Ambulance Corps, Inc.",PO Box 4,"Lake Huntington, NY 12752"
Sullivan,36105,ambulance_als,"Tusten Volunteer Ambulance Service, Inc.",PO Box 34,"Narrowsburg, NY 12764"
Sullivan,36105,ambulance_als,"Upper Delaware Ambulance Corps, Inc.",PO Box 258,"Hankins, NY 12741"
Sullivan,36105,ambulance_als,Volunteer Ambulance Corps of Livingston Manor Inc.,PO Box 1,"Livingston Manor, NY 12758"
Sullivan,36105,ambulance_als,Woodbourne Fire District First Aid Squad,P.O. Box 583,"Woodbourne, NY 12788"
Tioga,36107,ambulance_als,"Apalachin Fire Department, Inc.",PO Box 572,"Apalachin, NY 13732"
Tioga,36107,ambulance_als,"Candor Emergency Squad, Inc.",PO Box 141,"Candor, NY 13743"
Tioga,36107,ambulance_als,Nichols Joint Fire District,PO Box 332,"Nichols, NY 13812"
Tioga,36107,ambulance_als,"Owego EMS, Village of",22 Elm Street,"Owego, NY 13827"
Tioga,36107,ambulance_als,Owego Fire District,6153 State Route 17C,"Endicott, NY 13760"
Tioga,36107,ambulance_als,"Spencer Emergency First Aid Squad, Inc.",PO Box 22,"Spencer, NY 14883"
Tioga,36107,ambulance_als,"Tioga Fire Company #1, Inc.",60 Fifth St,"Tioga Center, NY 13845"
Tompkins,36109,ambulance_als,Bangs Ambulance Inc.,PO Box 6445,"Ithaca, NY 14850"
Tompkins,36109,ambulance_als,"Cayuga Heights Fire Department, Village of",194 Pleasant Grove Road,"Ithaca, NY 14850"
Tompkins,36109,ambulance_als,"Dryden Ambulance, Inc.",PO Box 397,"Dryden, NY 13053"
Tompkins,36109,ambulance_als,Groton Fire Department,PO Box 96,"Groton, NY 13073"
Tompkins,36109,ambulance_als,"The Groton Volunteer Firefighters Association, Inc.",PO Box 96,"Groton, NY 13073"
Tompkins,36109,ambulance_als,"Trumansburg EMS, Village of",56 East Main Street,"Trumansburg, NY 14886"
Ulster,36111,ambulance_als,"Diaz Memorial Ambulance Service, Inc.",PO Box 147,"Saugerties, NY 12477"
Ulster,36111,ambulance_als,"Ellenville First Aid and Rescue Squad, Inc.",1 Webster Street,"Ellenville, NY 12428"
Ulster,36111,ambulance_als,Gardiner Fire District,PO Box 17,"Gardiner, NY 12525"
Ulster,36111,ambulance_als,"Hurley Ambulance Service, Inc.",PO Box 268,"W. Hurley, NY 12491"
Ulster,36111,ambulance_als,"Kerhonkson Accord First Aid Squad, Inc.",PO Box 67,"Kerhonkson, NY 12446"
Ulster,36111,ambulance_als,"Kingston FD, City of",19 East O'Reily Street,"Kingston, NY 12401"
Ulster,36111,ambulance_als,"Marbletown First Aid Unit, Inc.",PO Box 323,"High Falls, NY 12440"
Ulster,36111,ambulance_als,Modena Fire District,PO Box 274,"Modena, NY 12548"
Ulster,36111,ambulance_als,"New Paltz Rescue Squad, Inc.",74 North Putt Corners Rd,"New Paltz, NY 12561"
Ulster,36111,ambulance_als,"Olive First Aid Unit, Inc.",PO Box 151,"Shokan, NY 12481"
Ulster,36111,ambulance_als,Plattekill Fire District,50 Old Firehouse Road,"Walkill, NY 12589"
Ulster,36111,ambulance_als,"Shandaken Ambulance Service, Town of",7209 State Route 28,"Shandaken, NY 12480"
Ulster,36111,ambulance_als,Shawangunk Valley Fire District,2150 Bruynswick Road,"Wallkill, NY 12589"
Ulster,36111,ambulance_als,"Town of Esopus Volunteer Ambulance Squad, Inc.",PO Box 910,"Port Ewen, NY 12466"
Ulster,36111,ambulance_als,"Ulster, County of",238 Golden Hill Lane,"Kingston, NY 12401"
Ulster,36111,ambulance_als,"Wallkill Volunteer Ambulance Corps, Inc.",PO Box 221,"Wallkill, NY 12589"
Ulster,36111,ambulance_als,"Watchtower Bible and Tract Society of New York, Inc.",900 Red Mills Road Attn: Regul,"Walkill, NY 12589"
Ulster,36111,ambulance_als,Woodstock Fire District,242 Tinker St,"Woodstock, NY 12498"
Warren,36113,ambulance_als,"Bolton Emergency Medical Services, Inc.",PO Box 1054,"Bolton Landing, NY 12814"
Warren,36113,ambulance_als,"Glens Falls, City of",134 Ridge Street,"Glens Falls, NY 12801"
Warren,36113,ambulance_als,"Hague Volunteer Fire Department, Inc.",PO Box 585,"Hague, NY 12836"
Warren,36113,ambulance_als,"Johnsburg Emergency Squad, Inc.",624 Peaceful Valley Rd,"North Creek, NY 12853"
Warren,36113,ambulance_als,"Lake George, Town of",20 Old Post Road,"Lake George, NY 12845"
Warren,36113,ambulance_als,"North Warren Emergency Squad, Inc.",PO Box 323,"Chestertown, NY 12817"
Warren,36113,ambulance_als,"Queensbury EMS, Inc.",1109 Ridge Road,"Queensbury, NY 12804"
Warren,36113,ambulance_als,"Rockwell Falls Ambulance Service, Inc.",P.O. Box 558,"Lake Luzerne, NY 12846"
Warren,36113,ambulance_als,"Stony Creek Volunteer Fire Company, Inc.","42 Harrisburg Road, PO Box 38","Stony Creek, NY 12878"
Warren,36113,ambulance_als,"Warrensburg Emergency Medical Services, Inc.",PO Box 157,"Warrensburg, NY 12885"
Warren,36113,ambulance_als,"West Glens Falls Emergency Squad, Inc.",86 Luzerne Road,"Queensbury, NY 12804"
Washington,36115,ambulance_als,"Argyle Emergency Squad, Inc.",15 Sheridan Street,"Argyle, NY 12809"
Washington,36115,ambulance_als,"Cambridge Valley Rescue Squad, Inc.",37 Gilbert Street,"Cambridge, NY 12816"
Washington,36115,ambulance_als,"Easton Greenwich Rescue Squad, Inc.",PO Box 84,"Greenwich, NY 12834"
Washington,36115,ambulance_als,"Fort Ann Rescue Squad, Inc.",PO Box 237,"Fort Ann, NY 12827"
Washington,36115,ambulance_als,"Fort Edward Rescue Squad, Inc.",PO Box 226,"Fort Edward, NY 12828"
Washington,36115,ambulance_als,"Granville Rescue Squad, Inc.",PO Box 153,"Granville, NY 12832"
Washington,36115,ambulance_als,"Salem Rescue Squad, Inc.",PO Box 360,"Salem, NY 12865"
Washington,36115,ambulance_als,"Skenesborough Emergency Squad, Inc.",PO Box 333,"Whitehall, NY 12887"
Washington,36115,ambulance_als,"Washington DPS-Bureau of EMS, County of",383 Broadway,"Fort Edward, NY 12828"
Wayne,36117,ambulance_als,"Lakeshore Volunteer Ambulance, Inc.",5841 New Hartford Street,"Wolcott, NY 14590"
Wayne,36117,ambulance_als,"Macedon Ambulance Service, Town of",1620 Wayneport Road,"Macedon, NY 14502"
Wayne,36117,ambulance_als,"Newark- Arcadia Volunteer Ambulance, Inc.",301 Frey Street,"Newark, NY 14513"
Wayne,36117,ambulance_als,"Ontario Volunteer Emergency Squad, Inc.",PO Box 444,"Ontario, NY 14519"
Wayne,36117,ambulance_als,"Sodus Point, Village of",P.O. Box 159,"Sodus Point, NY 14555"
Wayne,36117,ambulance_als,Wayne County,7376 Route 31,"Lyons, NY 14489"
Wayne,36117,ambulance_als,"Wayne, County of",7376 Route 31,"Lyons, NY 14489"
Wayne,36117,ambulance_als,"Western Wayne Ambulance, Inc.",P.O. Box 36,"Walworth, NY 14568"
Wayne,36117,ambulance_als,"Williamson Volunteer Ambulance Service, Inc.",PO Box 99,"Williamson, NY 14589"
Westchester,36119,ambulance_als,"Ardsley-Secor Volunteer Ambulance Corps, Inc.",PO Box 133,"Ardsley, NY 10502"
Westchester,36119,ambulance_als,"Armonk Independent Fire Company, Inc.",PO Box 116,"Armonk, NY 10504"
Westchester,36119,ambulance_als,Bedford Fire Department,550 Old Post Road,"Bedford, NY 10506"
Westchester,36119,ambulance_als,"Briarcliff Manor , Village of",1111 Pleasantville Road,"Briarcliff Manor, NY 10510"
Westchester,36119,ambulance_als,"Chappaqua Volunteer Ambulance Corps, Inc.",PO Box 453,"Chappaqua, NY 10514"
Westchester,36119,ambulance_als,"Cortlandt Community Volunteer Ambulance Corps, Inc",PO Box 275,"Montrose, NY 10548"
Westchester,36119,ambulance_als,Cortlandt Regional Paramedics,1 Heady Street,"Cortlandt Manor, NY 10567"
Westchester,36119,ambulance_als,"Croton-on-Hudson Emergency Medical Services, Village of",30 Wayne Street,"Croton on Hudson, NY 10520"
Westchester,36119,ambulance_als,"Dobbs Ferry Volunteer Ambulance Corps, Inc.",PO Box 245,"Dobbs Ferry, NY 10522"
Westchester,36119,ambulance_als,"Eastchester Volunteer Ambulance Corps, Inc.",257 Main Street,"Eastchester, NY 10709"
Westchester,36119,ambulance_als,"Elmsford Emergency Medical Services, Village of",15 South Stone Avenue,"Elmsford, NY 10523"
Westchester,36119,ambulance_als,"Emergacare NY, LLC",722 Nepperhan Ave,"Yonkers, NY 10703"
Westchester,36119,ambulance_als,"Empress Ambulance Service, LLC",722 Nepperhan Avenue,"Yonkers, NY 10703"
Westchester,36119,ambulance_als,"Empress Ambulance Service, LLC",722 Nepperhan Ave,"Yonkers, NY 10703"
Westchester,36119,ambulance_als,"Greenburgh Police Department, Town of",188 Tarrytown Road,"White Plains, NY 10607"
Westchester,36119,ambulance_als,"Harrison Volunteer Ambulance Corps, Inc.",PO Box 68,"Harrison, NY 10528"
Westchester,36119,ambulance_als,Hastings-on-Hudson Volunteer Fire Department Ambulance Corps,47 Main Street,"Hastings-on-Hudson, NY 10706"
Westchester,36119,ambulance_als,Hawthorne Fire District,PO Box 211,"Hawthorne, NY 10532"
Westchester,36119,ambulance_als,"Irvington Volunteer Ambulance Corps, Inc.",P.O.Box 101,"Irvington, NY 10533"
Westchester,36119,ambulance_als,Katonah Bedford Hills Volunteer Ambulance Corps,PO Box 43,"Katonah, NY 10536"
Westchester,36119,ambulance_als,"Lewisboro Volunteer Ambulance Corps, Inc.",PO Box 694,"Cross River, NY 10518"
Westchester,36119,ambulance_als,Mamaroneck Ambulance District,740 West Boston Post Road,"Mamaroneck, NY 10543"
Westchester,36119,ambulance_als,"Mamaroneck Emergency Medical Service, Inc.",220 N.  Barry Avenue,"Mamaroneck, NY 10543"
Westchester,36119,ambulance_als,"Mohegan Volunteer Fire Association Volunteer Ambulance Corps, Inc.",PO Box 517,"Mohegan Lake, NY 10547"
Westchester,36119,ambulance_als,"Mount Kisco Volunteer Ambulance Corps, Inc.",PO Box 72,"Mount Kisco, NY 10549"
Westchester,36119,ambulance_als,"North Salem Volunteer Ambulance Corps, Inc.","PO Box 427, Croton Falls","North Salem, NY 10519"
Westchester,36119,ambulance_als,"Ossining Volunteer Ambulance Corps, Inc.",PO Box 523,"Ossining, NY 10562"
Westchester,36119,ambulance_als,"Ossining Volunteer Ambulance Corps, Incorporated",PO Box 523,"Ossining, NY 10562"
Westchester,36119,ambulance_als,Peekskill Community Volunteer Ambulance Corps,PO Box 173,"Peekskill, NY 10566"
Westchester,36119,ambulance_als,"Pelham, Town of",34 Fifth AVe,"Pelham, NY 10803"
Westchester,36119,ambulance_als,"Pleasantville Ambulance Corps, Inc.",PO Box 201 Pleasantville 10570,"Thornwood, NY 10594"
Westchester,36119,ambulance_als,"Port Chester-Rye-Rye Brook Emergency Medical Services, Inc.",417 Ellendale Avenue,"Port Chester, NY 10573"
Westchester,36119,ambulance_als,"Pound Ridge Lions Ambulance Corps, Inc.",PO Box 237,"Pound Ridge, NY 10576"
Westchester,36119,ambulance_als,"Scarsdale Volunteer Ambulance Corps, Inc.",PO Box 92,"Scarsdale, NY 10583"
Westchester,36119,ambulance_als,"Sleepy Hollow Volunteer Ambulance Corps, Village of",28 Beekman Avenue,"Sleepy Hollow, NY 10591"
Westchester,36119,ambulance_als,Somers Fire District,PO Box 300,"Lincolndale, NY 10540"
Westchester,36119,ambulance_als,"Starnet Emergency Services, Inc.",45 Kensico Drive,"Mount Kisco, NY 10549"
Westchester,36119,ambulance_als,"Tarrytown Volunteer Ambulance Corps, Inc.",PO Box 132,"Tarrytown, NY 10591"
Westchester,36119,ambulance_als,"Valhalla Ambulance Corps, Inc.",PO Box 14,"Valhalla, NY 10595"
Westchester,36119,ambulance_als,Verplanck Fire District,PO Box 356,"Verplanck, NY 10596"
Westchester,36119,ambulance_als,Vista Fire District No. 1,377 Smith Ridge Rd,"South Salem, NY 10590"
Westchester,36119,ambulance_als,"Volunteer Ambulance of Mamaroneck and Larchmont, Inc.",155 Weaver Street,"Larchmont, NY 10538"
Westchester,36119,ambulance_als,"White Plains, City of",77 South Lexington Avenue,"White Plains, NY 10601"
Westchester,36119,ambulance_als,"Yorktown Volunteer Ambulance Corps, Inc.",PO Box 104,"Yorktown Heights, NY 10598"
Wyoming,36121,ambulance_als,"Arcade, Village of",PO Box 303,"Arcade, NY 14009"
Wyoming,36121,ambulance_als,"Attica Fire Department, Inc.",11 Water Street,"Attica, NY 14011"
Wyoming,36121,ambulance_als,"Bennington Volunteer Fire Company, Inc.",1353 Clinton Street,"Attica, NY 14011"
Wyoming,36121,ambulance_als,Bliss Fire District,PO Box 184,"Bliss, NY 14024"
Wyoming,36121,ambulance_als,"Castile Fire Department, Village of",PO Box 218,"Castile, NY 14427"
Wyoming,36121,ambulance_als,"Cowlesville Fire Company, Inc.",361 Clinton Street,"Cowlesville, NY 14037"
Wyoming,36121,ambulance_als,"Gainesville Fire Department, Inc.",PO Box 353,"Gainesville, NY 14066"
Wyoming,36121,ambulance_als,"North Java Fire Co., Inc.",PO Box 137,"North Java, NY 14113"
Wyoming,36121,ambulance_als,"Perry Ambulance, Town of",22 S Main Street  POB 205,"Perry, NY 14530"
Wyoming,36121,ambulance_als,Pike Fire District #1,PO Box 58,"Pike, NY 14130"
Wyoming,36121,ambulance_als,"Silver Springs Rescue Squad, Village of",PO Box 117,"Silver Springs, NY 14550"
Wyoming,36121,ambulance_als,"Strykersville Volunteer Fire Company, Inc.",PO Box 38,"Strykersville, NY 14145"
Wyoming,36121,ambulance_als,"Varysburg Fire Department, Inc.",PO Box 638,"Varysburg, NY 14167"
Wyoming,36121,ambulance_als,"Warsaw, Village of",PO Box 22,"Warsaw, NY 14569"
Wyoming,36121,ambulance_als,Wyoming County Emergency Services,151 N. Main Street,"Warsaw, NY 14569"
Yates,36123,ambulance_als,"Dundee Volunteer FD Emergency Squad, Village of",12 Union Street,"Dundee, NY 14837"
Yates,36123,ambulance_als,"Middlesex Valley Volunteer Ambulance Service, Inc.",817 State Route 245,"Middlesex, NY 14507"
Yates,36123,ambulance_als,"Penn Yan Area Volunteer Ambulance Corps, Inc.",PO Box 272,"Penn Yan, NY 14527"
Yates,36123,ambulance_als,"Yates, County of",939 St Hwy 14A,"Penn Yan, NY 14527"
Albany,36001,bls_nontransport,Boght Community Fire District,8 Preston Drive,"Cohoes, NY 12047"
Albany,36001,bls_nontransport,"Coeymans Hollow Volunteer Fire Corporation, Inc.",PO Box 147,"Coeymans Hollow, NY 12046"
Albany,36001,bls_nontransport,"Cohoes Fire Department, City of",97 Mohawk St,"Cohoes, NY 12047"
Albany,36001,bls_nontransport,Maplewood Fire Department,61 Cohoes Road,"Watervliet, NY 12189"
Albany,36001,bls_nontransport,"Menands Fire Company #1, Inc.",250 Broadway,"Menands, NY 12204"
Albany,36001,bls_nontransport,North Bethlehem Fire Department,589 Russell Road,"Albany, NY 12203"
Albany,36001,bls_nontransport,NYS DEC Division of Forest Protection,"625 Broadway, 3rd Floor","Albany, NY 12233"
Albany,36001,bls_nontransport,NYS Department of Corrections & Community Supervision,1220 Washington Ave,"Albany, NY 12226"
Albany,36001,bls_nontransport,NYS DOH Division of State EMS,875 Central Avenue,"Albany, NY 12206"
Albany,36001,bls_nontransport,Schuyler Heights Fire District,900 First Street,"Watervliet, NY 12189"
Albany,36001,bls_nontransport,"Shaker Road- Loudonville Fire Department, Inc.",550 Albany-Shaker Road,"Loudonville, NY 12211"
Albany,36001,bls_nontransport,"Stanford Heights Fire Department, Inc.",2240 Central Avenue,"Schenectady, NY 12304"
Albany,36001,bls_nontransport,"The S.W. Pitts Hose Company of Latham, NY, Inc.",226 Old Loudon Rd,"Latham, NY 12110"
Albany,36001,bls_nontransport,Verdoy Fire Department,988 Troy-Shenectady Road,"Latham, NY 12110"
Allegany,36003,bls_nontransport,"Scio Fire Department, Inc.",PO Box 231,"Scio, NY 14880"
Allegany,36003,bls_nontransport,Short Tract Fire Company Inc.,10300 County Road 15,"Fillmore, NY 14735"
Broome,36007,bls_nontransport,Broome Security Med Team,PO Box 1766,"Binghamton, NY 13902"
Broome,36007,bls_nontransport,"Chenango Bridge Fire Company, Inc.",PO Box 12,"Chenango Bridge, NY 13745"
Broome,36007,bls_nontransport,"Chenango Fire Company, Inc.",86 Castle Creek Rd,"Binghamton, NY 13901"
Broome,36007,bls_nontransport,"Chenango Forks Volunteer Fire Company, Inc.",P.O. Box 139,"Chenango Forks, NY 13746"
Broome,36007,bls_nontransport,Choconut Center Volunteer Fire Company,1011 Middle Stella Ireland Rd,"Binghamton, NY 13905"
Broome,36007,bls_nontransport,"Conklin Volunteer Fire Department, Inc.",1034 Conklin Road,"Conklin, NY 13748"
Broome,36007,bls_nontransport,"East Maine Fire Company, Inc.",847 East Maine Road,"Johnson City, NY 13790"
Broome,36007,bls_nontransport,"Endicott Fire Department, Village of",1009 East Main St,"Endicott, NY 13760"
Broome,36007,bls_nontransport,Endwell Fire District,3508 Country Club Road,"Endwell, NY 13760"
Broome,36007,bls_nontransport,"Five Mile Point Fire Company, Inc.",16 Crescent Drive,"Kirkwood, NY 13795"
Broome,36007,bls_nontransport,"Glen Aubrey Fire Company, Inc.",PO Box 328,"Glen Aubrey, NY 13777"
Broome,36007,bls_nontransport,Greater Binghamton Airport Med Team - Dept. of Aviation ARFF,2534 Airport Road Box 16,"Johnson City, NY 13790"
Broome,36007,bls_nontransport,"Hillcrest Fire Co., Inc.",1115 Avenue B,"Binghamton, NY 13901"
Broome,36007,bls_nontransport,"Johnson City Fire Department, Village of",320 Harry L. Drive,"Johnson City, NY 13790"
Broome,36007,bls_nontransport,"Kirkwood Fire Company, Inc.",297 Main Street,"Kirkwood, NY 13795"
Broome,36007,bls_nontransport,"Lisle Fire Company, Inc.",PO Box 306,"Lisle, NY 13797"
Broome,36007,bls_nontransport,"Port Crane Fire Co., Inc.",PO Box 136,"Port Crane, NY 13833"
Broome,36007,bls_nontransport,"Port Dickinson Fire Company, Village of",786 Chenango Street,"Binghamton, NY 13901"
Broome,36007,bls_nontransport,Sanitaria Springs Fire Company Inc,811 State Route 7,"Port Crane, NY 13833"
Broome,36007,bls_nontransport,"Town of Colesville Fire Company No. 1, Inc.",PO Box 98,"Harpursville, NY 13787"
Broome,36007,bls_nontransport,"Triangle Volunteer Fire Co., Inc.",3621 NY Route 206,"Whitney Point, NY 13862"
Broome,36007,bls_nontransport,"Union Center Fire Company, Inc.",P.O. Box 8800,"Endicott, NY 13762"
Broome,36007,bls_nontransport,"West Corners Fire Company #1, Inc.",500 Day Hollow Road,"Endicott, NY 13760"
Broome,36007,bls_nontransport,"West Windsor Fire Company, Inc.",9 Karla Drive,"Windser, NY 13865"
Broome,36007,bls_nontransport,"Whitney Point Fire Department, Village of",PO Box 1006,"Whitney Point, NY 13862"
Cattaraugus,36009,bls_nontransport,Dayton Fire District,PO Box 62,"Dayton, NY 14041"
Cattaraugus,36009,bls_nontransport,"Farmersville Fire Department, Inc.",PO Box 38,"Farmersville, NY 14060"
Cattaraugus,36009,bls_nontransport,Humphrey Volunteer Fire Department,4591 Humphrey Rd,"Great Valley, NY 14741"
Cattaraugus,36009,bls_nontransport,Lyndon Fire Company,828 Lyndon Road,"Cuba, NY 14737"
Cattaraugus,36009,bls_nontransport,"Perrysburg Fire Company, Inc.",PO Box 206,"Perrysburg, NY 14129"
Cattaraugus,36009,bls_nontransport,St. Bonaventure University Medical Emergency Response Team,St Bonaventure University Heal,"St Bonaventure, NY 14778"
Cattaraugus,36009,bls_nontransport,"Town of Olean Volunteer Fire Company #1, Inc.",1276 Old Rock City Rd,"Olean, NY 14760"
Cayuga,36011,bls_nontransport,"Auburn Fire Department Rescue, City of",31 Seminary Street,"Auburn, NY 13021"
Cayuga,36011,bls_nontransport,Aurelius Volunteer Fire Department,1241 West Genesee Street,"Auburn, NY 13021"
Cayuga,36011,bls_nontransport,Cato Fire Department,PO Box 252,"Cato, NY 13033"
Cayuga,36011,bls_nontransport,"Conquest Fire Company, Inc",10351 Slayton Road,"Port Byron, NY 13140"
Cayuga,36011,bls_nontransport,Fleming Fire District,2433 Dublin Rd,"Auburn, NY 13021"
Cayuga,36011,bls_nontransport,"Genoa Fire Department, Inc.",PO Box 82,"Genoa, NY 13071"
Cayuga,36011,bls_nontransport,"Ira Volunteer Fire Department, Inc.",12591 St Rte 176,"Cato, NY 13033"
Cayuga,36011,bls_nontransport,"King Ferry Fire Department, Inc.",PO Box 419,"King Ferry, NY 13081"
Cayuga,36011,bls_nontransport,"Locke Volunteer Fire Department, Inc",PO Box 183,"Locke, NY 13092"
Cayuga,36011,bls_nontransport,"Long Hill Fire Department, Inc.",3513 Long Hill Rd,"Venice Center, NY 13147"
Cayuga,36011,bls_nontransport,Montezuma Fire Department,PO Box 458,"Montezuma, NY 13117"
Cayuga,36011,bls_nontransport,Moravia Volunteer Fire Company Inc,P.O. Box 686,"Moravia, NY 13118"
Cayuga,36011,bls_nontransport,New Hope Fire Department,5040 New Hope Road,"Moravia, NY 13118"
Cayuga,36011,bls_nontransport,"Poplar Ridge Fire Company, Inc.",PO Box 55,"Poplar Ridge, NY 13139"
Cayuga,36011,bls_nontransport,"Scipio Voluntter Fire Company, Inc.",3550 State Route 34,"Scipio Center, NY 13147"
Cayuga,36011,bls_nontransport,Sempronius Fire Department,2284 Route 41A,"Moravia, NY 13118"
Cayuga,36011,bls_nontransport,Sennett Fire Department,PO Box 1524,"Auburn, NY 13021"
Cayuga,36011,bls_nontransport,"Union Hose and Engine Company, Inc.",PO Box 72,"Union Springs, NY 13160"
Cayuga,36011,bls_nontransport,"Victory Fire Department, Inc.",12009 State Rt 38,"Cato, NY 13033"
Cayuga,36011,bls_nontransport,"Weedsport Fire Department, Village of",PO Box 457,"Weedsport, NY 13166"
Cayuga,36011,bls_nontransport,West Niles Fire Department,3956 Valentine Rd,"Moravia, NY 13118"
Chautauqua,36013,bls_nontransport,East Dunkirk Volunteer Fire Company,10949 South Roberts Road,"Dunkirk, NY 14048"
Chautauqua,36013,bls_nontransport,Sheridan Fire District,PO Box 122,"Sheridan, NY 14135"
Chautauqua,36013,bls_nontransport,"West Dunkirk Fire Company, Inc.",4741 Willow Rd,"Dunkirk, NY 14048"
Chemung,36015,bls_nontransport,"Baldwin Volunteer Fire Company, Inc.",460 Breesport N Chemung Rd,"Lowman, NY 14861"
Chemung,36015,bls_nontransport,Big Flats Volunteer Fire Company,PO Box 28,"Big Flats, NY 14814"
Chemung,36015,bls_nontransport,"Breesport Volunteer Fire Company, Inc.",PO Box A,"Breesport, NY 14806"
Chemung,36015,bls_nontransport,"Community Fire & Rescue, Inc.",321 State Route 224,"Van Etten, NY 14889"
Chemung,36015,bls_nontransport,"East Hill Volunteer Fire Co, Inc.",5 Cross Rd,"Elmira, NY 14901"
Chemung,36015,bls_nontransport,"Elmira Heights, Village of",215 Elmwood Avenue,"Elmira Heights, NY 14903"
Chemung,36015,bls_nontransport,"Elmira Police Department SWAT, City of",317 East Church Street,"Elmira, NY 14901"
Chemung,36015,bls_nontransport,"Elmira, City of",101 West Second St,"Elmira, NY 14901"
Chemung,36015,bls_nontransport,"Erin Volunteer Fire Company, Inc.",1462 Breesport Rd,"Erin, NY 14838"
Chemung,36015,bls_nontransport,"Golden Glow Volunteer Fire Company, Inc.",214 Hendy Creek Road,"Elmira, NY 14905"
Chemung,36015,bls_nontransport,"Horseheads Fire Department, VIllage of",134 North Main Street,"Horseheads, NY 14845"
Chemung,36015,bls_nontransport,Millport Fire Department,2016 Crescent Street,"Millport, NY 14864"
Chemung,36015,bls_nontransport,"Pine City Volunteer Fire Department, Inc.",1463 Pennsylvania Ave,"Pine City, NY 14871"
Chemung,36015,bls_nontransport,"Tompkins Corners Volunteer Fire Company, Inc.",422 Chambers Road,"Horseheads, NY 14845"
Chemung,36015,bls_nontransport,Town & Country Fire Department. Inc.,130 Gardner Road,"Horseheads, NY 14845"
Chemung,36015,bls_nontransport,"Town of Chemung Volunteer Fire Company, Inc.",PO Box 181,"Chemung, NY 14825"
Chemung,36015,bls_nontransport,"Van Etten Volunteer Fire Company, Inc.",PO Box 88,"Van Etten, NY 14889"
Chemung,36015,bls_nontransport,"Webbs Mills Volunteer Fire Department, Inc.",PO Box 97,"Pine City, NY 14871"
Chemung,36015,bls_nontransport,"Wellsburg Volunteer Fire Department, Village of",PO Box 23,"Wellsburg, NY 14894"
Chemung,36015,bls_nontransport,"West Elmira Volunteer Fire Department, Inc.",1299 West Water Street,"Elmira, NY 14905"
Chenango,36017,bls_nontransport,Borden Hose Co # 1,PO Box 197,"Mt. Upton, NY 13809"
Chenango,36017,bls_nontransport,"Genegantslet Fire Company, Inc.",PO Box 151,"Smithville Flats, NY 13841"
Chenango,36017,bls_nontransport,"North Norwich Fire Department, Inc.",PO Box 99,"North Norwich, NY 13814"
Chenango,36017,bls_nontransport,"Plymouth Volunteer Fire Department, Inc.",PO Box 112,"Plymouth, NY 13832"
Chenango,36017,bls_nontransport,"Preston Fire District, Town of",124 Country Road 19,"Oxford, NY 13830"
Chenango,36017,bls_nontransport,"Smyrna Fire Company, Inc.",PO Box 23,"Smyrna, NY 13464"
Clinton,36019,bls_nontransport,Beekmantown Fire District #1,6973 Route 22,"West Chazy, NY 12992"
Clinton,36019,bls_nontransport,"Cadyville Fire Department, Inc.",2122 State,"Cadyville, NY 12918"
Clinton,36019,bls_nontransport,"Churubusco Volunteer Fire Department, Inc.",PO Box 26q,"Clinton, NY 12923"
